gender,estimated_age,color_of_scales,color_of_eyes,color_of_wings,est_body_length,shape_of_snout,shape_of_teeth,scales_present,scale_texture,body_texture,snout_length,shape_of_body,wingspan,number_of_limbs,facial_spikes,frilled,length_of_horns,shape_of_horns,shape_of_tail,loc_of_sighting,aggressiveness,flight_speed,is_venomous,breathing_fire_observed,observed_by,year_observed,species
male,juvenile,grey,yellow,grey,4.0440656779899795,long,spiked,partial,rough,partially scaled,0.9935876288642358,lithe,8.273760218745783,2,no,no,long,spiny,pointed,Ukraine,7,51.618296598791375,no,no,SR,1993,Ukrainian Ironbelly
female,adult,grey,yellow,grey,16.881892791996272,long,spiked,partial,rough,partially scaled,2.0556877601783907,lithe,40.153631853115215,2,no,no,long,spiny,pointed,Hungary,5,47.26827137315248,no,no,DR,1986,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.845747442972878,long,spiked,partial,rough,partially scaled,0.56712880032881,lithe,9.729586196748,2,no,no,long,spiny,pointed,Romania,5,56.333445828588246,no,no,TR,2019,Ukrainian Ironbelly
female,adult,grey,yellow,grey,16.04566480271177,long,spiked,partial,rough,partially scaled,2.3642234111596787,lithe,34.52249316192542,2,no,no,long,spiny,pointed,Hungary,6,45.97297464135244,no,no,OK,1976,Ukrainian Ironbelly
female,adult,grey,yellow,grey,17.75688106562346,long,spiked,partial,rough,partially scaled,2.5202329629324973,lithe,34.9901617319111,2,no,no,long,spiny,pointed,Ukraine,5,48.83899145468261,no,yes,TX,2006,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.288825504002637,long,spiked,partial,rough,partially scaled,0.8677287712910308,lithe,9.241585138740158,2,no,no,long,spiny,pointed,Hungary,7,58.876455139567426,no,no,OK,2003,Ukrainian Ironbelly
female,elder,grey,red,grey,54.02972447286228,long,spiked,partial,rough,partially scaled,3.6193196297162458,lithe,87.89711630072047,2,no,no,long,spiny,pointed,Romania,7,49.317906843036745,no,no,WX,1993,Ukrainian Ironbelly
male,elder,grey,yellow,grey,35.59805711970923,long,spiked,partial,rough,partially scaled,4.131430836455959,lithe,92.86873702364147,2,no,no,long,spiny,pointed,Ukraine,7,48.98605015218795,no,no,WX,2005,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.365232846372349,long,spiked,partial,rough,partially scaled,0.5612071903243423,lithe,9.43369032836817,2,no,no,long,spiny,pointed,Ukraine,7,50.60194838983834,no,no,SX,2014,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.674849024398696,long,spiked,partial,rough,partially scaled,0.697918956901711,lithe,8.53188907393589,2,no,no,long,spiny,pointed,Hungary,7,54.42303701776703,no,no,TX,1997,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.397503940499826,long,spiked,partial,rough,partially scaled,0.6836155440374365,lithe,8.768749024479977,2,no,no,long,spiny,pointed,Romania,6,51.76542883978606,no,no,NR,2019,Ukrainian Ironbelly
female,elder,grey,red,grey,42.34147860831715,long,spiked,partial,rough,partially scaled,3.686009714680493,lithe,97.61867094499198,2,no,no,long,spiny,pointed,Hungary,7,48.33169854427817,no,no,OH,1987,Ukrainian Ironbelly
female,adult,grey,yellow,grey,16.546833259950507,long,spiked,partial,rough,partially scaled,2.413635801728394,lithe,37.75547704977759,2,no,no,long,spiny,pointed,Hungary,5,49.552927658354285,no,yes,CT,2006,Ukrainian Ironbelly
male,elder,grey,red,grey,48.3494111691129,long,spiked,partial,rough,partially scaled,4.397932655102055,lithe,73.63056581745819,2,no,no,long,spiny,pointed,Hungary,7,47.430269519664826,no,no,DR,2022,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.2134551567223895,long,spiked,partial,rough,partially scaled,0.8918074636685311,lithe,9.68346300601239,2,no,no,long,spiny,pointed,Romania,7,55.64391697542273,no,no,LM,2008,Ukrainian Ironbelly
female,adult,grey,yellow,grey,15.732144073177949,long,spiked,partial,rough,partially scaled,2.5484107067410253,lithe,33.630621895681294,2,no,no,long,spiny,pointed,Ukraine,6,48.35969720327158,no,no,KN,1998,Ukrainian Ironbelly
male,adult,grey,yellow,grey,12.648829094561634,long,spiked,partial,rough,partially scaled,1.3225516814374498,lithe,41.10820992930837,2,no,no,long,spiny,pointed,Hungary,5,47.9844310694914,no,yes,SX,2009,Ukrainian Ironbelly
male,elder,grey,red,grey,51.95571367739775,long,spiked,partial,rough,partially scaled,4.715016696007401,lithe,90.37675374546858,2,no,no,long,spiny,pointed,Hungary,7,48.46004347829239,no,no,CT,1995,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.95947610246066,long,spiked,partial,rough,partially scaled,0.6643439087398592,lithe,8.155073934206579,2,no,no,long,spiny,pointed,Romania,6,56.98348190348938,no,no,WX,1983,Ukrainian Ironbelly
female,adult,grey,red,grey,24.438814524976003,long,spiked,partial,rough,partially scaled,2.4486938786242387,lithe,38.50263232988166,2,no,no,long,spiny,pointed,Romania,6,45.978385744393265,no,no,CT,2007,Ukrainian Ironbelly
male,elder,grey,yellow,grey,39.62265820374843,long,spiked,partial,rough,partially scaled,4.392705443593199,lithe,79.94702221147875,2,no,no,long,spiny,pointed,Romania,6,48.36090336679784,no,no,U,2003,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.781449506977791,long,spiked,partial,rough,partially scaled,0.5292622739855218,lithe,8.62098406285071,2,no,no,long,spiny,pointed,Ukraine,5,58.83687024449924,no,no,NK,1986,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.042744708654253,long,spiked,partial,rough,partially scaled,0.8630906618815359,lithe,9.752714532536203,2,no,no,long,spiny,pointed,Ukraine,7,51.76994496761142,no,no,AB,2021,Ukrainian Ironbelly
female,adult,grey,red,grey,20.787960267395956,long,spiked,partial,rough,partially scaled,2.6850865602194824,lithe,44.7158829386042,2,no,no,long,spiny,pointed,Romania,5,49.3677289401483,no,yes,NR,1981,Ukrainian Ironbelly
male,elder,grey,red,grey,42.59599812164029,long,spiked,partial,rough,partially scaled,3.1147276064860554,lithe,62.5578714469315,2,no,no,long,spiny,pointed,Hungary,7,45.327846599509634,no,no,BR,1981,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.5087229851116515,long,spiked,partial,rough,partially scaled,0.7805468724940035,lithe,9.718489150321176,2,no,no,long,spiny,pointed,Ukraine,6,59.27522891189953,no,no,DR,2005,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.946750657920318,long,spiked,partial,rough,partially scaled,0.8973471523985634,lithe,9.109412822311299,2,no,no,long,spiny,pointed,Ukraine,5,54.095934175912774,no,no,SR,1977,Ukrainian Ironbelly
female,elder,grey,red,grey,51.70448930068899,long,spiked,partial,rough,partially scaled,3.9312236353289443,lithe,95.37532256050163,2,no,no,long,spiny,pointed,Romania,5,48.89804194024721,no,no,VM,2006,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.137256834476026,long,spiked,partial,rough,partially scaled,0.7256004940331497,lithe,8.726168066968729,2,no,no,long,spiny,pointed,Romania,6,57.4267307973228,no,no,VM,1989,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.730470449384192,long,spiked,partial,rough,partially scaled,0.6644091496327149,lithe,8.161126196913893,2,no,no,long,spiny,pointed,Romania,6,58.71817226030533,no,no,U,1998,Ukrainian Ironbelly
female,elder,grey,red,grey,60.360430932405805,long,spiked,partial,rough,partially scaled,3.3749788466224033,lithe,85.1003001395298,2,no,no,long,spiny,pointed,Ukraine,7,47.23460238412725,no,no,VM,2009,Ukrainian Ironbelly
female,elder,grey,yellow,grey,57.639469615796195,long,spiked,partial,rough,partially scaled,3.7892140025681154,lithe,92.7838865087121,2,no,no,long,spiny,pointed,Ukraine,7,47.60746638031133,no,no,TR,1999,Ukrainian Ironbelly
male,adult,grey,yellow,grey,19.59742002686083,long,spiked,partial,rough,partially scaled,1.0934203130770568,lithe,49.89921230922986,2,no,no,long,spiny,pointed,Ukraine,7,49.66292034500494,no,no,BB,2013,Ukrainian Ironbelly
female,adult,grey,yellow,grey,19.427401344996415,long,spiked,partial,rough,partially scaled,2.7382281723223088,lithe,30.38939939059186,2,no,no,long,spiny,pointed,Ukraine,5,45.32303499547662,no,no,U,1994,Ukrainian Ironbelly
female,adult,grey,red,grey,23.027871528958446,long,spiked,partial,rough,partially scaled,2.218289163611255,lithe,42.063560292961164,2,no,no,long,spiny,pointed,Romania,5,45.680368493701394,no,yes,LM,2011,Ukrainian Ironbelly
male,adult,grey,red,grey,13.992319941861837,long,spiked,partial,rough,partially scaled,1.6870972014433834,lithe,49.37774074776945,2,no,no,long,spiny,pointed,Ukraine,5,49.34180158908358,no,yes,KN,2021,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.784644220511427,long,spiked,partial,rough,partially scaled,0.9961483347674207,lithe,8.025689523753572,2,no,no,long,spiny,pointed,Hungary,5,52.10885194453783,no,no,SX,1990,Ukrainian Ironbelly
female,adult,grey,yellow,grey,18.396662300345838,long,spiked,partial,rough,partially scaled,2.662083631153206,lithe,47.75557316476236,2,no,no,long,spiny,pointed,Romania,5,46.954015825016036,no,no,KN,2006,Ukrainian Ironbelly
male,adult,grey,red,grey,12.28668525341978,long,spiked,partial,rough,partially scaled,1.4316357362201202,lithe,49.22101957168164,2,no,no,long,spiny,pointed,Ukraine,6,49.32160085206233,no,yes,OH,1997,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.67539361004726,long,spiked,partial,rough,partially scaled,0.8553815035333996,lithe,8.27774924892241,2,no,no,long,spiny,pointed,Ukraine,5,59.371283658365286,no,no,BB,2014,Ukrainian Ironbelly
male,adult,grey,red,grey,15.85097120994596,long,spiked,partial,rough,partially scaled,1.2145253209317644,lithe,42.75657384647063,2,no,no,long,spiny,pointed,Hungary,5,47.79983115077535,no,no,FF,2015,Ukrainian Ironbelly
female,elder,grey,yellow,grey,57.008307027367074,long,spiked,partial,rough,partially scaled,3.253357799907134,lithe,80.57177822358183,2,no,no,long,spiny,pointed,Hungary,7,47.50315028979597,no,no,BR,1986,Ukrainian Ironbelly
male,elder,grey,red,grey,47.43833091654214,long,spiked,partial,rough,partially scaled,4.1953007184257585,lithe,92.36536722649227,2,no,no,long,spiny,pointed,Hungary,6,48.82900670075611,no,no,SX,1984,Ukrainian Ironbelly
male,adult,grey,yellow,grey,19.780796679203746,long,spiked,partial,rough,partially scaled,1.7725953553101523,lithe,46.84776769170982,2,no,no,long,spiny,pointed,Romania,6,47.03357700488181,no,yes,NR,2000,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.061163040188241,long,spiked,partial,rough,partially scaled,0.6948546191250198,lithe,8.058101898683674,2,no,no,long,spiny,pointed,Romania,7,52.67275453186939,no,no,OH,1977,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.023279812824688,long,spiked,partial,rough,partially scaled,0.698062662846084,lithe,8.974417973922161,2,no,no,long,spiny,pointed,Ukraine,7,51.19459432206519,no,no,BB,1989,Ukrainian Ironbelly
female,elder,grey,red,grey,54.421550180704,long,spiked,partial,rough,partially scaled,3.117847535226127,lithe,93.63921402979052,2,no,no,long,spiny,pointed,Romania,7,46.374075219313774,no,no,AB,2012,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.958679354448505,long,spiked,partial,rough,partially scaled,0.9245958607832385,lithe,8.979594894817446,2,no,no,long,spiny,pointed,Romania,5,50.39949131782572,no,no,NK,2001,Ukrainian Ironbelly
male,adult,grey,red,grey,15.573727237141414,long,spiked,partial,rough,partially scaled,1.8528214299101822,lithe,47.76337500053439,2,no,no,long,spiny,pointed,Ukraine,6,49.39248011302244,no,no,DR,1991,Ukrainian Ironbelly
female,elder,grey,red,grey,46.230818656286274,long,spiked,partial,rough,partially scaled,3.194626967479737,lithe,80.06094157428,2,no,no,long,spiny,pointed,Ukraine,6,46.74477091727076,no,no,NR,1999,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.494562441257474,long,spiked,partial,rough,partially scaled,0.9496007063491845,lithe,8.997667149576364,2,no,no,long,spiny,pointed,Ukraine,6,59.67290403318458,no,no,FF,1996,Ukrainian Ironbelly
female,elder,grey,red,grey,61.36189054970421,long,spiked,partial,rough,partially scaled,3.345066249662197,lithe,84.34747192835104,2,no,no,long,spiny,pointed,Hungary,7,45.57632144708281,no,no,CT,1999,Ukrainian Ironbelly
male,adult,grey,yellow,grey,18.005208458335467,long,spiked,partial,rough,partially scaled,1.3263866089124172,lithe,49.9134124995699,2,no,no,long,spiny,pointed,Ukraine,7,49.404176243443416,no,yes,LM,2009,Ukrainian Ironbelly
male,adult,grey,yellow,grey,11.783579805418771,long,spiked,partial,rough,partially scaled,1.7594599513354539,lithe,42.88898810320958,2,no,no,long,spiny,pointed,Romania,5,46.84664058348885,no,no,SX,2011,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.808740050875241,long,spiked,partial,rough,partially scaled,0.9049349961128693,lithe,9.666054053862279,2,no,no,long,spiny,pointed,Hungary,6,55.63675454393003,no,no,TX,2001,Ukrainian Ironbelly
male,elder,grey,red,grey,54.81432924045609,long,spiked,partial,rough,partially scaled,4.73680651620988,lithe,66.397903528793,2,no,no,long,spiny,pointed,Hungary,6,48.168402202795164,no,no,CT,2003,Ukrainian Ironbelly
male,elder,grey,red,grey,39.19480246551741,long,spiked,partial,rough,partially scaled,3.7657065813771737,lithe,71.0928248183038,2,no,no,long,spiny,pointed,Romania,7,45.72248150060873,no,no,NR,2011,Ukrainian Ironbelly
male,adult,grey,red,grey,18.34734537259765,long,spiked,partial,rough,partially scaled,1.8384626725065374,lithe,49.342421184482255,2,no,no,long,spiny,pointed,Romania,6,48.20869436917951,no,yes,WX,2001,Ukrainian Ironbelly
female,elder,grey,red,grey,64.446857424645,long,spiked,partial,rough,partially scaled,3.4058375278392474,lithe,108.30678368643399,2,no,no,long,spiny,pointed,Hungary,7,47.29031641100149,no,no,BB,1975,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.17756971876876,long,spiked,partial,rough,partially scaled,0.9750115509417379,lithe,8.890796496934108,2,no,no,long,spiny,pointed,Ukraine,7,55.452626422601426,no,no,VM,1991,Ukrainian Ironbelly
male,elder,grey,red,grey,51.917916043615705,long,spiked,partial,rough,partially scaled,3.0609505253452682,lithe,95.8810164011508,2,no,no,long,spiny,pointed,Hungary,7,48.30395152069499,no,no,OH,2023,Ukrainian Ironbelly
female,elder,grey,red,grey,56.767826415239696,long,spiked,partial,rough,partially scaled,3.291506013293212,lithe,95.19186226250412,2,no,no,long,spiny,pointed,Romania,7,45.29641411571611,no,no,DR,2015,Ukrainian Ironbelly
male,adult,grey,yellow,grey,13.364885484752872,long,spiked,partial,rough,partially scaled,1.0256968475015409,lithe,46.22454946108019,2,no,no,long,spiny,pointed,Hungary,6,47.05245331090358,no,no,VM,2002,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.281876583485154,long,spiked,partial,rough,partially scaled,0.7212364145654371,lithe,8.273015247334426,2,no,no,long,spiny,pointed,Ukraine,7,56.284648100655524,no,no,TR,1998,Ukrainian Ironbelly
male,adult,grey,yellow,grey,13.95469907159704,long,spiked,partial,rough,partially scaled,1.2094306501007464,lithe,42.420702959078135,2,no,no,long,spiny,pointed,Romania,5,48.31608059418064,no,no,CT,1995,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.281833702453462,long,spiked,partial,rough,partially scaled,0.7121147615422367,lithe,9.724910840197142,2,no,no,long,spiny,pointed,Romania,5,59.58723690292023,no,no,NR,1987,Ukrainian Ironbelly
female,adult,grey,yellow,grey,22.50818106390279,long,spiked,partial,rough,partially scaled,2.8077318404311495,lithe,41.613895991225824,2,no,no,long,spiny,pointed,Hungary,7,47.542803813564525,no,no,NN,2001,Ukrainian Ironbelly
female,adult,grey,red,grey,17.662430561175775,long,spiked,partial,rough,partially scaled,2.4808854762209194,lithe,43.68243612306856,2,no,no,long,spiny,pointed,Romania,5,49.95054231807891,no,yes,KN,2010,Ukrainian Ironbelly
female,elder,grey,red,grey,59.21013177690746,long,spiked,partial,rough,partially scaled,3.1774658652580996,lithe,96.8255489288531,2,no,no,long,spiny,pointed,Romania,7,47.07798916223007,no,no,AB,2012,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.4735725078479645,long,spiked,partial,rough,partially scaled,0.6751561240510837,lithe,9.83971309176522,2,no,no,long,spiny,pointed,Hungary,7,50.612157335603705,no,no,NK,1986,Ukrainian Ironbelly
female,adult,grey,yellow,grey,19.023399666269327,long,spiked,partial,rough,partially scaled,2.0006606118571018,lithe,46.59517662576166,2,no,no,long,spiny,pointed,Ukraine,6,49.659651519326864,no,yes,LM,2021,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.938450924453458,long,spiked,partial,rough,partially scaled,0.9258008340074841,lithe,9.019300962322106,2,no,no,long,spiny,pointed,Romania,5,54.03847019803563,no,no,OK,2016,Ukrainian Ironbelly
female,adult,grey,red,grey,24.241992849662978,long,spiked,partial,rough,partially scaled,2.3052083160141263,lithe,37.496042616870746,2,no,no,long,spiny,pointed,Hungary,7,49.21776869095068,no,yes,WX,1975,Ukrainian Ironbelly
male,elder,grey,red,grey,47.248181412446826,long,spiked,partial,rough,partially scaled,4.868080474314196,lithe,87.67757363239927,2,no,no,long,spiny,pointed,Hungary,5,45.802449668355216,no,no,OH,2002,Ukrainian Ironbelly
female,juvenile,grey,red,grey,4.444980739222709,long,spiked,partial,rough,partially scaled,0.6264573922387299,lithe,9.835905777741633,2,no,no,long,spiny,pointed,Ukraine,6,58.74666158832531,no,no,VM,2001,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.061833898088532,long,spiked,partial,rough,partially scaled,0.8254652272150155,lithe,9.625342026217943,2,no,no,long,spiny,pointed,Ukraine,6,51.8173854558932,no,no,CT,1976,Ukrainian Ironbelly
male,juvenile,grey,yellow,grey,4.82327583059706,long,spiked,partial,rough,partially scaled,0.9402694929399469,lithe,9.633961696840963,2,no,no,long,spiny,pointed,Hungary,6,54.15126470722716,no,no,NN,2017,Ukrainian Ironbelly
male,juvenile,grey,red,grey,4.445631808246924,long,spiked,partial,rough,partially scaled,0.8037543645368322,lithe,9.791763723670135,2,no,no,long,spiny,pointed,Ukraine,6,53.14377723548615,no,no,SR,2012,Ukrainian Ironbelly
female,elder,grey,yellow,grey,62.35055404497796,long,spiked,partial,rough,partially scaled,3.8570959220988112,lithe,98.94702974305898,2,no,no,long,spiny,pointed,Romania,7,46.49886506259676,no,no,OK,2019,Ukrainian Ironbelly
female,elder,grey,red,grey,54.826060249441,long,spiked,partial,rough,partially scaled,3.9100360505939915,lithe,108.39311348948813,2,no,no,long,spiny,pointed,Hungary,5,49.904654174758555,no,no,CT,2013,Ukrainian Ironbelly
male,adult,grey,red,grey,11.324947569603639,long,spiked,partial,rough,partially scaled,1.363848491847033,lithe,43.01033538543274,2,no,no,long,spiny,pointed,Ukraine,6,47.646594891920174,no,yes,BR,1992,Ukrainian Ironbelly
female,juvenile,grey,yellow,grey,4.497973053777376,long,spiked,partial,rough,partially scaled,0.6287501177000991,lithe,8.138973992114241,2,no,no,long,spiny,pointed,Ukraine,6,56.74832144588539,no,no,BB,1992,Ukrainian Ironbelly
male,adult,grey,yellow,grey,12.350104261882294,long,spiked,partial,rough,partially scaled,1.423192705775622,lithe,41.3477840747232,2,no,no,long,spiny,pointed,Romania,6,49.71927448711104,no,no,NK,1987,Ukrainian Ironbelly
male,adult,grey,yellow,grey,10.959376555064622,long,spiked,partial,rough,partially scaled,1.3083102076191653,lithe,48.02540662677009,2,no,no,long,spiny,pointed,Hungary,5,46.09501915316752,no,no,LM,1978,Ukrainian Ironbelly
